DATE,VALUE
2015-07-06,2068.76
2015-07-07,2081.34
2015-07-08,2046.68
2015-07-09,2051.31
2015-07-10,2076.62
2015-07-13,2099.60
2015-07-14,2108.95
2015-07-15,2107.40
2015-07-16,2124.29
2015-07-17,2126.64
2015-07-20,2128.28
2015-07-21,2119.21
2015-07-22,2114.15
2015-07-23,2102.15
2015-07-24,2079.65
2015-07-27,2067.64
2015-07-28,2093.25
2015-07-29,2108.57
2015-07-30,2108.63
2015-07-31,2103.84
2015-08-03,2098.04
2015-08-04,2093.32
2015-08-05,2099.84
2015-08-06,2083.56
2015-08-07,2077.57
2015-08-10,2104.18
2015-08-11,2084.07
2015-08-12,2086.05
2015-08-13,2083.39
2015-08-14,2091.54
2015-08-17,2102.44
2015-08-18,2096.92
2015-08-19,2079.61
2015-08-20,2035.73
2015-08-21,1970.89
2015-08-24,1893.21
2015-08-25,1867.61
2015-08-26,1940.51
2015-08-27,1987.66
2015-08-28,1988.87
2015-08-31,1972.18
2015-09-01,1913.85
2015-09-02,1948.86
2015-09-03,1951.13
2015-09-04,1921.22
2015-09-07,.
2015-09-08,1969.41
2015-09-09,1942.04
2015-09-10,1952.29
2015-09-11,1961.05
2015-09-14,1953.03
2015-09-15,1978.09
2015-09-16,1995.31
2015-09-17,1990.20
2015-09-18,1958.03
2015-09-21,1966.97
2015-09-22,1942.74
2015-09-23,1938.76
2015-09-24,1932.24
2015-09-25,1931.34
2015-09-28,1881.77
2015-09-29,1884.09
2015-09-30,1920.03
2015-10-01,1923.82
2015-10-02,1951.36
2015-10-05,1987.05
2015-10-06,1979.92
2015-10-07,1995.83
2015-10-08,2013.43
2015-10-09,2014.89
2015-10-12,2017.46
2015-10-13,2003.69
2015-10-14,1994.24
2015-10-15,2023.86
2015-10-16,2033.11
2015-10-19,2033.66
2015-10-20,2030.77
2015-10-21,2018.94
2015-10-22,2052.51
2015-10-23,2075.15
2015-10-26,2071.18
2015-10-27,2065.89
2015-10-28,2090.35
2015-10-29,2089.41
2015-10-30,2079.36
2015-11-02,2104.05
2015-11-03,2109.79
2015-11-04,2102.31
2015-11-05,2099.93
2015-11-06,2099.20
2015-11-09,2078.58
2015-11-10,2081.72
2015-11-11,2075.00
2015-11-12,2045.97
2015-11-13,2023.04
2015-11-16,2053.19
2015-11-17,2050.44
2015-11-18,2083.58
2015-11-19,2081.24
2015-11-20,2089.17
2015-11-23,2086.59
2015-11-24,2089.14
2015-11-25,2088.87
2015-11-26,.
2015-11-27,2090.11
2015-11-30,2080.41
2015-12-01,2102.63
2015-12-02,2079.51
2015-12-03,2049.62
2015-12-04,2091.69
2015-12-07,2077.07
2015-12-08,2063.59
2015-12-09,2047.62
2015-12-10,2052.23
2015-12-11,2012.37
2015-12-14,2021.94
2015-12-15,2043.41
2015-12-16,2073.07
2015-12-17,2041.89
2015-12-18,2005.55
2015-12-21,2021.15
2015-12-22,2038.97
2015-12-23,2064.29
2015-12-24,2060.99
2015-12-25,.
2015-12-28,2056.50
2015-12-29,2078.36
2015-12-30,2063.36
2015-12-31,2043.94
2016-01-01,.
2016-01-04,2012.66
2016-01-05,2016.71
2016-01-06,1990.26
2016-01-07,1943.09
2016-01-08,1922.03
2016-01-11,1923.67
2016-01-12,1938.68
2016-01-13,1890.28
2016-01-14,1921.84
2016-01-15,1880.33
2016-01-18,.
2016-01-19,1881.33
2016-01-20,1859.33
2016-01-21,1868.99
2016-01-22,1906.90
2016-01-25,1877.08
2016-01-26,1903.63
2016-01-27,1882.95
2016-01-28,1893.36
2016-01-29,1940.24
2016-02-01,1939.38
2016-02-02,1903.03
2016-02-03,1912.53
2016-02-04,1915.45
2016-02-05,1880.05
2016-02-08,1853.44
2016-02-09,1852.21
2016-02-10,1851.86
2016-02-11,1829.08
2016-02-12,1864.78
2016-02-15,.
2016-02-16,1895.58
2016-02-17,1926.82
2016-02-18,1917.83
2016-02-19,1917.78
2016-02-22,1945.50
2016-02-23,1921.27
2016-02-24,1929.80
2016-02-25,1951.70
2016-02-26,1948.05
2016-02-29,1932.23
2016-03-01,1978.35
2016-03-02,1986.45
2016-03-03,1993.40
2016-03-04,1999.99
2016-03-07,2001.76
2016-03-08,1979.26
2016-03-09,1989.26
2016-03-10,1989.57
2016-03-11,2022.19
2016-03-14,2019.64
2016-03-15,2015.93
2016-03-16,2027.22
2016-03-17,2040.59
2016-03-18,2049.58
2016-03-21,2051.60
2016-03-22,2049.80
2016-03-23,2036.71
2016-03-24,2035.94
2016-03-25,.
2016-03-28,2037.05
2016-03-29,2055.01
2016-03-30,2063.95
2016-03-31,2059.74
2016-04-01,2072.78
2016-04-04,2066.13
2016-04-05,2045.17
2016-04-06,2066.66
2016-04-07,2041.91
2016-04-08,2047.60
2016-04-11,2041.99
2016-04-12,2061.72
2016-04-13,2082.42
2016-04-14,2082.78
2016-04-15,2080.73
2016-04-18,2094.34
2016-04-19,2100.80
2016-04-20,2102.40
2016-04-21,2091.48
2016-04-22,2091.58
2016-04-25,2087.79
2016-04-26,2091.70
2016-04-27,2095.15
2016-04-28,2075.81
2016-04-29,2065.30
2016-05-02,2081.43
2016-05-03,2063.37
2016-05-04,2051.12
2016-05-05,2050.63
2016-05-06,2057.14
2016-05-09,2058.69
2016-05-10,2084.39
2016-05-11,2064.46
2016-05-12,2064.11
2016-05-13,2046.61
2016-05-16,2066.66
2016-05-17,2047.21
2016-05-18,2047.63
2016-05-19,2040.04
2016-05-20,2052.32
2016-05-23,2048.04
2016-05-24,2076.06
2016-05-25,2090.54
2016-05-26,2090.10
2016-05-27,2099.06
2016-05-30,.
2016-05-31,2096.96
2016-06-01,2099.33
2016-06-02,2105.26
2016-06-03,2099.13
2016-06-06,2109.41
2016-06-07,2112.13
2016-06-08,2119.12
2016-06-09,2115.48
2016-06-10,2096.07
2016-06-13,2079.06
2016-06-14,2075.32
2016-06-15,2071.50
2016-06-16,2077.99
2016-06-17,2071.22
2016-06-20,2083.25
2016-06-21,2088.90
2016-06-22,2085.45
2016-06-23,2113.32
2016-06-24,2037.41
2016-06-27,2000.54
2016-06-28,2036.09
2016-06-29,2070.77
2016-06-30,2098.86
2016-07-01,2102.95
2016-07-04,.
2016-07-05,2088.55
2016-07-06,2099.73
2016-07-07,2097.90
2016-07-08,2129.90
2016-07-11,2137.16
2016-07-12,2152.14
2016-07-13,2152.43
2016-07-14,2163.75
2016-07-15,2161.74
2016-07-18,2166.89
2016-07-19,2163.78
2016-07-20,2173.02
2016-07-21,2165.17
2016-07-22,2175.03
